ddd,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
183,0,0.256768877,0,0,0,0,0,0,0,0.256768877,0,0.666773341,0.256768877,0.256768877,0.256768877,0.256768877,0,0,0,0,0,0.457970126,0.714504685,0.256768877,0,0,0,0.256768877,0,0,0,0,0,0,0,0.256768877,0.528910596,0.256768877,0.872501381,0,0,0,0,0,0,0.256768877,0,0,0,0,0,0,0,0,0,0,0.457970126,0.528910596,0,0,0,0,0,0,0,0,0,0,0,0.528910596,0.666773341,0,0,0,0,0,0,0,0,0.457970126,0,0.457970126,0,0.457970126,0.525039896,0,0,0.517079919,0.457970126,0,0,0,0.256768877,0.256768877,0,0,0,0,0,0,0,0.457970126,0.256768877,0,0.256768877,0.256768877,0.256768877,0,0,0.256768877,0,0,0,0.256768877,0.457970126,0,0.256768877,0.528910596,0,0,0,0,0.457970126,0,0.256768877,0.256768877,0.528910596,0,0.256768877,0,0.256768877,0.457970126,0,0,0.256768877,0,0,0,0,0,0.528910596,0,0,0,0,0,0,0.457970126,0.256768877,0,0.256768877,0,0,0,0,0,0.582639253,0.256768877,0,0,0,0.256768877,0.256768877,0,0,0.256768877,0,0.256768877,0,0.256768877,0,0.457970126,0.666773341,0.256768877,0,0,0,0,0.256768877,0,0,0.457970126,0,0,0,0,0,0.256768877,0,0,0,0,0,0,0,0,0,0,0.841397569,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36600602,0,0,0,0,0,0,0,0,0.36600602,0.36600602,0,0,0,0,0.36600602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36600602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748654841,0,0,0,0,0,0,0,0,0,0.552770768,0,0,0,0,0.552770768,0,0,0,0,0,0,0,0,0,0,0,0,0.36600602,0,0,0,0.36600602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36600602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36600602,0,0,0,0,0,0.36600602,0,0.36600602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36600602,0,0,0,0,0,0,0,0,0,0,0,0.36600602,0,0,0,0
185,0.278071084,0,0,0,0,0,0,0,0.478587823,0,0,0.278071084,0,0.434190204,0.80578688,0,0,0,0,0,0,0,0,0,0.278071084,0,0,0,0.278071084,0.278071084,0,0,0,0,0,0,0,0,0,0,0.478587823,0,0,0,0.478587823,0,0.278071084,0,0,0,0,0.508973254,0.278071084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278071084,0,0,0,0.278071084,0.856828652,0,0,0.278071084,0.478587823,0,0,0,0.478587823,0.278071084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278071084,0,0.55350685,0,0,0,0,0,0,0,0,0,0,0.55350685,0,0,0,0,0,0,0,0,0,0,0.278071084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278071084,0,0,0,0,0.278071084,0,0,0,0,0,0,0,0,0,0,0,0.278071084,0,0,0.478587823,0,0,0,0,0,0,0,0,0,0,0.278071084,0,0,0,0,0.278071084,0,0,0.278071084,0,0,0,0,0,0,0.278071084,0.278071084,0,0,0.278071084,0.278071084,0.278071084,0,0.278071084,0,0,0,0.278071084,0,0.278071084,0,0,0
186,0.269060503,0.262556226,0.089063082,0.089063082,0,0.089063082,0.426425538,0,0.089063082,0,0,0,0,0.253892343,0,0.089063082,0,0.421474797,0.089063082,0,0.089063082,0.089063082,0.089063082,0.269060503,0.48982845,0.089063082,0.089063082,0.424495525,0,0,0,0,0.49175107,0.089063082,0.089063082,0.089063082,0.424495525,0.089063082,0.089063082,0.253892343,0,0.253892343,0,0.269060503,0.089063082,0,0,0.089063082,0.269060503,0.089063082,0.269060503,0.253892343,0.269060503,0.089063082,0,0.089063082,0.269060503,0.089063082,0.264968744,0.967232484,0.426297857,0,0.425642394,0.426425538,0,0.253892343,0,0,0.269060503,0.089063082,0,0,0.089063082,0.267952711,0,0,0,0,0.253892343,0,0.267952711,0.253892343,0,0.089063082,0.49175107,0.089063082,0.089063082,0.423396761,0.425271332,0,0.089063082,0,0.426425538,0.26791823,0.253892343,0.267952711,0.089063082,0.089063082,0,0,0,0.269060503,0.089063082,0.417020991,0.089063082,0.089063082,0,0.417020991,0.089063082,0.269060503,0,0.426425538,0,0.417020991,0.089063082,0.089063082,0,0.089063082,0.089063082,0.269060503,0.089063082,0,0.089063082,0.269060503,0.089063082,0,0,0.494587267,0.417020991,0,0.089063082,0.268323825,0.262556226,0.089063082,0.089063082,0,0,0.425642394,0.253892343,0,0.868158936,0.253892343,0,0.089063082,0,0.089063082,0.269060503,0.089063082,0.089063082,0.089063082,0.253892343,0.269060503,0,0,0.089063082,0,0.089063082,0,0.089063082,0.089063082,0.089063082,0,0,0,0.267952711,0.266402003,0.089063082,0,0.089063082,0.089063082,0.269060503,0.253892343,0.089063082,0.267600705,0.089063082,0.089063082,0.089063082,0,0.907352223,0.089063082,0,0.089063082,0.089063082,0.269060503,0,0.424495525,0.089063082,0.906634362,0.268540436,0.49628627,0.423396761,0.089063082,0.494686095,0,0,0.089063082,0.269060503,0.269060503,0.269060503,0
187,0.117916835,0.256055657,0.026459081,0,0,0,0,0,0,0.026459081,0.026459081,0,0,0.120848926,0.026459081,0.587355018,0,0,0.026459081,0.026459081,0,0,0,0.117916835,0.120848926,0,0,0,0,0.366427242,0.503357647,0,0.117916835,0,0.026459081,0.026459081,0.367295686,0,0,0.255686123,0,0.117916835,0.366427242,0.256055657,0,0,0,0,0.120698244,0,0.117916835,0.117916835,0.120848926,0.026459081,0.026459081,0.026459081,0.255725073,0.026459081,0.120848926,0,0,0.026459081,0,0.026459081,0,0.117916835,0,0,0.117916835,0.026459081,0,0.512227598,0.227288626,0.120848926,0.026459081,0.026459081,0,0.366427242,0.253487267,0,0.117916835,0.256055657,0,0.227288626,0.120698244,0,0.227288626,0,0.026459081,0,0,0,0,0.120599115,0.117916835,0.120848926,0.026459081,0,0,0,0.026459081,0.117916835,0,0,0.227288626,0,0,0,0.026459081,0.120606817,0,0,0,0.026459081,0.026459081,0.228823518,0,0,0,0.120848926,0,0.026459081,0.026459081,0.120698244,0,0.026459081,0,0.120848926,0.227288626,0,0.427894848,0.117916835,0.257419079,0.026459081,0,0,0,0.026459081,0.120253348,0.026459081,0.026459081,0.117916835,0,0,0,0,0.591541897,0,0,0,0.117916835,0.120848926,0,0,0.026459081,0,0,0,0,0,0,0,0,0,0.120848926,0.120848926,0.366427242,0,0.026459081,0,0.117916835,0.117916835,0.026459081,0.120626421,0.228823518,0.026459081,0.228742258,0,0.120606817,0,0,0,0.026459081,0.117916835,0.026459081,0.459432577,0.026459081,0.120253348,0.252820629,0.117916835,0.026459081,0.026459081,0.257419079,0.026459081,0.227288626,0.026459081,0.119606992,0.256055657,0.117916835,0
188,0.171311447,0,0,0,0,0,0,0,0,0.168473104,0.168473104,0.350727228,0,0.511228044,0,0,0,0,0.246275947,0,0,0,0,0,0.171311447,0,0,0.246275947,0.610038612,0.240272342,0.306042443,0,0,0.246275947,0,0,0,0.168473104,0,0,0,0,0,0,0,0,0.386169812,0,0.246275947,0,0.306042443,0.171311447,0.171311447,0,0.168473104,0,0.168473104,0,0,0,0,0,0,0,0.284826528,0.48166911,0,0,0,0.171311447,0,0,0,0.171311447,0,0,0,0.425137339,0,0.168473104,0,0.168473104,0,0.240272342,0.168473104,0,0,0,0,0,0,0.306042443,0,0,0.246275947,0,0.168473104,0,0.5307637,0.306042443,0.240272342,0.511228044,0,0,0,0,0,0,0,0.168473104,0,0.171311447,0.284826528,0.350729181,0,0,0,0,0,0,0.168473104,0,0.341622226,0,0,0.168473104,0,0.168473104,0.329013822,0,0,0,0,0,0,0,0.330422861,0,0.246275947,0,0,0.240272342,0,0.371945096,0.246275947,0,0.296385928,0.168473104,0,0,0.284826528,0,0,0.171311447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171311447,0,0,0,0,0.171311447,0,0,0.171311447,0,0.168473104,0,0,0,0,0.171311447,0.29795568,0,0.469141597,0.240272342,0.171311447,0.171311447,0,0.171311447,0,0,0,0.240272342,0.29838738,0.238251533,0,0.168473104,0
189,0,0,0,0,0,0.202171249,0,0,0,0,0,0.30749477,0,0.087637516,0.087637516,0,0,0.182189132,0,0,0,0,0,0.499888699,0,0,0.250897398,0,0.526519966,0.182189132,0.182189132,0.087637516,0,0,0.087637516,0.250897398,0,0,0,0,0,0,0.087637516,0,0,0,0.087637516,0,0.35890464,0.087637516,0,0.35890464,0,0.087637516,0.087637516,0.248542453,0,0.087637516,0.087637516,0.247411042,0,0,0.358027948,0.316294847,0,0.182189132,0,0,0.316294847,0.087637516,0,0.232579054,0.087637516,0,0.348040524,0,0.316294847,0,0.232579054,0,0.182189132,0.199172635,0,0,0.182189132,0,0,0,0.316294847,0.182189132,0.199277153,0.365014123,0.232579054,0,0.182189132,0,0,0,0,0.348040524,0.087637516,0.342114777,0,0,0,0,0.232579054,0,0.358027948,0.232579054,0.087637516,0.232579054,0.087637516,0,0,0,0,0.087637516,0,0.087637516,0,0.087637516,0,0.250897398,0,0,0.087637516,0,0,0,0.087637516,0.182189132,0,0,0.310068354,0,0,0,0.232579054,0.087637516,0,0,0,0,0.087637516,0,0,0,0,0.087637516,0,0,0,0,0.087637516,0,0,0,0,0.248542453,0,0,0.232579054,0.398956261,0.087637516,0,0,0,0,0,0,0.250897398,0.265762748,0,0,0,0,0,0,0,0,0,0,0,0,0.087637516,0.232579054,0,0,0,0,0,0.087637516,0,0.201274658,0,0,0.331643277,0,0.232579054
190,0,0.127950194,0,0.127950194,0,0,0,0.274735215,0,0.097943926,0,0,0,0.576490379,0.56669409,0.097943926,0,0,0,0,0.161134306,0,0,0,0.302078863,0,0,0,0.161134306,0.097943926,0,0,0,0,0.159946122,0.288228497,0,0,0.097943926,0,0,0.481314708,0.132527267,0.134935607,0,0.097943926,0.097943926,0.132527267,0.161134306,0.134935607,0,0.496250571,0.132527267,0.189132478,0.341815716,0.097943926,0.097943926,0,0.127950194,0.291671821,0,0,0.132527267,0.161134306,0.097943926,0,0.097943926,0.127950194,0.184213812,0,0,0.184408445,0.097943926,0,0.316055831,0,0.097943926,0,0,0.127950194,0,0.134935607,0.240657354,0.097943926,0.127950194,0,0.134935607,0,0,0.097943926,0.189132478,0.304415306,0,0.161134306,0.184365448,0,0.127950194,0,0,0.127950194,0,0,0,0.134935607,0,0,0,0,0,0.187542385,0.132527267,0,0,0.166735211,0,0,0.127950194,0,0,0,0.132527267,0.499234385,0.097943926,0.097943926,0,0,0,0.161134306,0,0.097943926,0.134935607,0.132527267,0.097943926,0.179403051,0.166735211,0,0,0.134935607,0.132527267,0,0,0,0,0.132527267,0.097943926,0.127950194,0.240657354,0,0,0.253170201,0.27590502,0,0,0,0,0,0.185953946,0,0,0,0.134935607,0.127950194,0.163415998,0,0.132527267,0,0.363626974,0,0,0.16479226,0,0.134935607,0,0,0,0.132527267,0,0,0.300876254,0,0,0,0.284936075,0,0.127950194,0,0,0.29762385,0.240657354,0.097943926,0.189132478,0,0.097943926,0,0,0,0.132527267,0,0,0.134935607
191,0,0,0,0,0,0,0,0,0.29050735,0,0,0,0,0.253913645,0.471222707,0,0,0.29050735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332925734,0,0,0.29050735,0.379028351,0,0,0,0,0,0,0,0,0.378633345,0,0,0.332925734,0,0,0.478179409,0,0,0,0,0,0.29050735,0,0,0,0,0,0,0,0,0.4740284,0,0.522559007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29050735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29050735,0,0,0,0,0,0,0,0,0,0,0,0.29050735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332925734,0,0.332925734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29050735,0,0,0,0,0,0,0,0.29050735,0,0,0,0.332925734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332925734,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523612635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60242419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60242419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523612635,0,0,0,0,0
193,0,0.203465634,0.203465634,0.203465634,0,0.313022286,0,0.203465634,0.203465634,0,0.501288093,0.572976382,0.203465634,0.391544124,0.203465634,0,0,0,0,0,0.203465634,0.203465634,0.203465634,0.522473048,0.203465634,0,0.313022286,0.391544124,0.203465634,0,0,0,0.418324197,0,0,0,0,0,0,0,0.203465634,0,0,0.203465634,0,0,0.518687149,0.418324197,0.313022286,0.203465634,0,0,0,0.313022286,0,0,0,0,0,0.391544124,0.203465634,0.203465634,0,0,0,0,0,0.522473048,0.418324197,0,0,0.203465634,0.491909104,0,0,0.313022286,0,0.313022286,0.313022286,0,0,0,0,0,0.418324197,0,0.203465634,0,0.313022286,0,0,0.391544124,0,0,0,0.203465634,0.647427828,0.203465634,0.491909104,0,0,0,0,0.203465634,0,0,0,0.391544124,0,0,0.729600472,0,0,0.458451363,0.501288093,0.203465634,0,0,0,0,0,0.418324197,0,0,0,0,0,0.418324197,0,0.391544124,0,0,0.203465634,0,0.203465634,0,0.313022286,0,0,0,0,0.203465634,0,0,0.819571879,0.313022286,0.313022286,0.418324197,0,0,0,0,0,0,0.46229277,0.313022286,0,0,0.418324197,0,0,0,0,0,0.46229277,0.313022286,0,0,0,0,0,0.391544124,0.313022286,0,0,0,0,0,0,0.203465634,0.497475554,0,0,0,0,0,0,0,0,0.313022286,0,0,0,0.313022286,0.313022286,0,0,0.313022286,0,0
194,0,0,0,0,0,0,0,0,0,0,0.221787741,0.394470523,0,0,0,0,0,0,0.221787741,0,0,0,0.302532377,0.090800719,0,0,0,0.238504042,0,0,0.704290795,0.090800719,0,0,0,0,0,0,0,0.221787741,0,0,0,0.312619332,0,0,0.332743042,0,0,0,0,0,0,0.238437754,0,0,0,0,0,0,0,0.221787741,0,0,0,0,0.090800719,0,0,0,0,0.229075862,0,0,0,0,0,0.229075862,0,0,0,0,0,0,0,0.090800719,0.312619332,0.299142234,0,0.090800719,0,0,0.229075862,0.193135906,0,0,0,0.090800719,0,0,0.090800719,0,0,0,0.294093999,0,0.090800719,0.090800719,0,0.090800719,0.090800719,0.090800719,0,0,0,0.193135906,0.090800719,0.090800719,0,0,0.090800719,0,0,0,0,0,0,0,0,0,0.090800719,0,0,0.221787741,0,0,0,0.221787741,0,0,0,0,0,0.090800719,0.193135906,0,0,0,0.213415671,0.193135906,0,0,0,0,0.090800719,0,0.090800719,0,0.090800719,0.229075862,0,0,0,0.242055372,0,0,0.090800719,0.321140534,0,0,0.193135906,0,0,0,0,0,0.299142234,0,0,0.090800719,0,0,0,0.229075862,0,0,0.405148561,0,0,0,0.090800719,0.090800719,0,0,0,0,0,0,0,0
195,0.129519727,0.129519727,0,0.248104484,0.309832459,0.192240711,0,0,0,0,0.285896775,0.142060309,0.129519727,0,0,0,0,0,0.248104484,0,0,0,0.266730143,0.173197491,0.142060309,0.129519727,0,0.166762607,0.309832459,0,0.393930033,0.101574891,0,0.129519727,0.129519727,0.142060309,0,0,0.142060309,0.248104484,0.142060309,0,0.142060309,0.444349209,0,0.129519727,0.292185846,0.370635746,0,0,0.129519727,0,0,0.266730143,0,0,0,0,0,0,0,0.370635746,0,0,0,0,0.101574891,0,0.142060309,0,0.248104484,0.27801242,0.190591018,0,0.129519727,0,0,0,0,0,0.302463932,0.129519727,0,0,0.142060309,0.101574891,0.446446208,0.334637655,0.142060309,0.174638454,0.142060309,0.129519727,0.129519727,0,0,0,0.129519727,0.163201542,0.192240711,0,0.101574891,0,0,0,0.367452716,0,0.164598962,0.101574891,0.248104484,0.164598962,0.290381638,0.268091949,0,0.142060309,0.275345277,0,0.101574891,0.173419621,0,0,0.101574891,0.275345277,0,0,0,0,0,0,0,0.453222411,0.101574891,0.142060309,0.142060309,0.248104484,0,0,0,0.248104484,0,0,0,0.129519727,0,0.101574891,0.129519727,0.142060309,0,0,0.348887056,0,0.248104484,0,0,0,0.163161572,0.142060309,0.161523762,0,0.101574891,0.192240711,0,0.275345277,0.129519727,0.169944468,0,0,0.101574891,0.142060309,0.275345277,0,0,0,0,0,0,0.248104484,0.334637655,0,0,0.173419621,0,0,0.275345277,0,0,0.192240711,0.47496493,0,0,0,0.101574891,0.101574891,0,0,0,0,0,0.142060309,0,0
196,0.371742966,0.283254522,0.046933593,0.046933593,0.262954561,0.193558123,0.046933593,0,0.214380879,0,0,0,0.329729503,0.571044053,0,0.046933593,0,0.046933593,0.214469244,0.27374569,0.046933593,0.046933593,0.046933593,0.268038027,0.346552514,0.19309123,0.277397394,0.276890304,0.333516476,0.209270864,0,0,0.265962382,0.190659191,0.19309123,0.046933593,0.046933593,0.046933593,0.046933593,0.267587416,0,0.267587416,0,0.356759227,0.212814234,0.187781748,0,0.046933593,0.268038027,0.214469244,0.39310945,0.267587416,0.268038027,0.046933593,0,0.277531172,0.366351373,0.046933593,0.256267483,0.046933593,0.046933593,0.27374569,0.046933593,0.046933593,0.520846388,0.355708609,0,0,0.268038027,0.046933593,0,0.187781748,0.282616716,0.322392421,0.187781748,0,0.262954561,0.209270864,0.335872538,0.209270864,0.296479535,0.358879304,0,0.212267081,0.265962382,0.046933593,0.193558123,0.046933593,0.343869798,0.209270864,0.046933593,0.187781748,0.193264113,0.262823503,0.36697038,0.262919725,0.189328575,0.19309123,0.187781748,0,0,0.358664912,0.046933593,0.27374569,0.046933593,0.046933593,0.187781748,0,0.046933593,0.311375469,0,0.046933593,0,0,0.046933593,0.046933593,0,0.046933593,0.046933593,0.268038027,0.046933593,0,0.379203644,0.376800034,0.046933593,0.209270864,0,0.32127382,0.209270864,0,0.046933593,0.270579176,0.251879426,0.046933593,0.338616566,0,0,0.046933593,0.267587416,0.588402636,0,0.40091056,0,0.046933593,0.187781748,0.046933593,0.268038027,0.046933593,0.193558123,0.046933593,0.267587416,0.698848569,0,0,0.193264113,0,0.193558123,0.262954561,0.046933593,0.190659191,0.046933593,0,0.323120853,0.262954561,0.322392421,0.259179274,0.046933593,0,0.046933593,0.046933593,0.268038027,0.267587416,0.046933593,0.329898866,0.046933593,0.046933593,0.046933593,0,0.256267483,0.277739923,0,0.046933593,0.046933593,0.403654567,0,0.192414782,0.214039963,0.319462311,0.3356568,0.268038027,0.046933593,0.046933593,0.25950139,0,0,0.046933593,0.323595677,0.301965076,0.268038027,0
197,0,0,0,0,0,0.401763058,0,0,0,0,0,0,0,0.401763058,0.138673137,0,0,0,0,0.37707203,0,0,0,0,0,0,0,0,0,0,0,0.138673137,0,0,0.138673137,0,0,0,0,0,0.37707203,0.37707203,0.138673137,0,0,0,0.138673137,0,0.138673137,0.395271074,0,0.399994446,0,0.138673137,0.138673137,0.138673137,0,0.401455121,0.138673137,0.138673137,0,0.37707203,0.138673137,0.37707203,0,0,0,0,0,0.642136365,0,0.37707203,0.401763058,0,0.550721578,0.37707203,0.37707203,0,0,0,0.37707203,0.401763058,0,0,0,0,0,0,0,0.37707203,0.138673137,0,0.37707203,0,0,0,0,0,0,0.550721578,0.642136365,0,0,0,0,0,0.37707203,0,0.138673137,0,0.138673137,0,0.138673137,0,0.37707203,0,0,0.138673137,0,0.138673137,0,0.391480794,0,0,0,0,0.138673137,0,0,0,0.138673137,0,0.37707203,0,0,0,0,0,0,0.401763058,0,0,0,0,0.138673137,0,0,0,0,0.138673137,0,0,0,0,0.138673137,0,0.37707203,0,0,0.138673137,0,0,0.37707203,0.138673137,0.138673137,0,0.37707203,0,0,0,0.37707203,0,0.138673137,0,0,0,0.626983949,0,0,0,0,0,0,0,0.37707203,0.138673137,0,0,0,0,0,0.37707203,0.138673137,0,0.138673137,0,0,0,0,0
198,0.118967026,0.247309708,0,0,0,0,0.216815448,0.347717086,0,0,0,0.271842296,0,0.29673454,0,0,0.271842296,0.150691511,0.271842296,0,0,0.150691511,0,0.118967026,0.24600571,0.216815448,0,0,0.354965383,0.310815323,0.507840652,0.150691511,0.118967026,0.305796685,0.354965383,0.384200008,0.150691511,0,0,0.118967026,0,0.118967026,0.150691511,0.191992408,0,0,0.150691511,0,0.190360115,0,0.118967026,0.118967026,0.362079037,0.216815448,0,0,0.118967026,0,0.118967026,0,0,0.216815448,0.264039523,0,0,0.118967026,0,0,0.29673454,0,0,0,0.216815448,0.118967026,0,0,0,0.150691511,0.188403346,0.150691511,0.118967026,0.191992408,0,0,0.118967026,0.150691511,0,0,0.150691511,0,0,0.150691511,0,0.118967026,0.118967026,0.462657335,0,0,0,0,0,0.118967026,0,0,0.216815448,0,0,0,0,0.118967026,0,0,0,0,0,0,0,0,0,0.118967026,0.216815448,0.447100276,0.150691511,0.295098006,0.271842296,0,0.347717086,0.191992408,0,0,0.150691511,0.118967026,0.284676832,0,0,0,0,0,0.118967026,0.601863374,0,0.374370908,0,0.341976718,0,0.262242421,0.118967026,0,0.36881565,0,0.118967026,0.289603217,0,0,0.216815448,0,0,0,0,0,0,0,0.150691511,0.385627222,0.118967026,0.190544736,0,0,0,0,0.118967026,0.118967026,0.341976718,0.358542011,0,0,0,0,0.390058392,0,0,0.271842296,0,0.118967026,0.271842296,0,0.150691511,0.362079037,0.24693179,0.190544736,0.263594621,0,0.245586055,0,0.309155724,0.150691511,0.118967026,0.187757315,0.118967026,0
199,0,0,0,0,0,0,0,0.313306562,0,0,0,0,0.224623403,0,0,0,0,0,0.400668412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313306562,0,0.453656439,0,0,0,0.224623403,0.453656439,0,0,0,0.453656439,0.453656439,0.385508333,0,0,0,0,0.224623403,0.224623403,0,0,0,0,0,0,0,0,0,0.224623403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224623403,0,0,0,0,0,0,0,0,0.453656439,0,0,0,0,0.224623403,0,0,0.224623403,0,0,0,0,0,0,0,0,0.224623403,0.224623403,0,0,0,0,0,0,0,0,0,0,0,0.334983215,0,0.334983215,0,0,0,0.224623403,0,0.572329662,0,0,0.224623403,0,0,0.334983215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224623403,0,0,0,0,0,0,0,0,0,0,0,0,0.224623403,0.313306562,0,0,0,0.224623403,0,0,0,0,0.313306562,0,0,0.224623403,0,0,0,0,0,0,0,0,0.224623403,0.313306562,0,0.384786602,0,0.334983215,0,0.453656439,0,0,0,0.313306562,0.313306562,0,0
200,0,0.264373552,0,0,0,0,0,0,0,0,0,0.438968614,0.256442462,0,0,0,0,0,0,0,0,0,0,0.438968614,0.264373552,0,0,0,0.356118729,0.256442462,0,0,0.521509163,0.264373552,0,0,0,0,0,0,0,0,0,0,0,0,0.438968614,0.438968614,0,0,0.256442462,0,0,0.570402814,0,0.256442462,0.256442462,0,0,0.256442462,0,0,0,0,0,0.256442462,0,0.438968614,0.438968614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438968614,0,0,0,0,0,0,0,0,0.336241461,0.256442462,0,0.438968614,0,0.256442462,0.256442462,0,0,0.264373552,0.264373552,0.336241461,0,0,0,0,0,0,0.336241461,0,0.438968614,0,0,0,0,0,0,0,0.438968614,0,0,0,0,0,0.621288612,0,0,0,0,0,0,0,0,0,0,0,0.256442462,0,0,0,0,0,0,0,0.438968614,0,0,0,0.264373552,0,0.256442462,0.480261403,0,0,0,0.438968614,0.336241461,0,0,0.264373552,0,0.483806841,0,0,0,0,0,0,0.264373552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382803231,0,0,0,0,0,0,0.457071486,0,0.256442462,0.256442462,0,0,0,0.336241461
201,0,0.213803414,0,0,0,0,0,0,0,0,0,0,0,0.213803414,0,0,0.311501868,0,0,0,0,0,0,0.464992888,0.346632687,0.279649603,0,0,0,0,0,0,0,0,0.279649603,0.279649603,0,0,0,0,0,0,0,0.279649603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279649603,0,0,0,0,0.213803414,0,0,0,0,0.213803414,0,0,0,0,0,0,0,0,0.582893249,0,0,0,0.213803414,0.525794923,0,0.279649603,0.279649603,0.311501868,0,0,0.433140624,0,0,0,0.279649603,0.213803414,0,0,0.213803414,0.213803414,0,0,0.279649603,0,0.433140624,0,0,0,0,0,0,0,0,0.213803414,0,0,0,0,0.213803414,0,0,0,0,0,0,0.213803414,0,0,0,0.213803414,0,0,0.213803414,0,0.213803414,0,0,0,0,0.433140624,0.213803414,0,0,0.279649603,0,0,0,0,0.213803414,0,0,0,0,0,0.213803414,0,0,0,0,0,0,0,0.279649603,0,0.311501868,0.311501868,0,0,0,0.433140624,0,0,0,0,0,0,0,0,0,0,0.213803414,0,0,0,0,0,0,0,0,0.213803414,0,0,0,0.213803414,0,0,0,0,0,0,0,0
202,0,0.172805137,0,0,0,0,0.154150957,0,0.231568852,0,0,0.282485629,0,0.569571494,0,0,0.172805137,0,0.250757636,0.172805137,0,0,0,0,0.231117569,0.172805137,0.339118839,0.331149129,0,0,0,0,0.154150957,0,0.172805137,0.273498258,0.172805137,0.330654452,0.330654452,0.154150957,0.154150957,0,0,0,0,0,0,0,0,0,0.154150957,0,0.154150957,0.396015472,0,0.172805137,0.371237702,0.250757636,0,0.154150957,0,0,0.300303749,0.303527177,0,0,0,0.172805137,0,0.154150957,0,0.282485629,0,0,0,0,0,0.282485629,0,0.375463749,0,0,0,0.172805137,0.172805137,0.442491342,0,0,0,0,0,0,0.448102021,0,0,0,0,0,0.273498258,0,0.229692827,0,0,0,0,0,0,0,0,0.313948745,0,0,0,0.154150957,0,0.303527177,0,0,0,0,0,0.383047372,0.172805137,0.32351648,0.273498258,0,0,0,0.154150957,0,0,0,0,0.172805137,0,0.347846649,0,0.303527177,0.154150957,0,0,0.294349978,0,0,0.303527177,0.154150957,0.330654452,0,0,0,0,0,0,0.273498258,0,0,0,0,0,0.329166401,0,0,0,0.282485629,0,0.154150957,0,0,0,0,0,0.154150957,0,0.154150957,0,0.154150957,0,0,0.154150957,0,0,0,0.154150957,0.448102021,0,0.468729822,0,0,0,0,0.303527177,0.172805137,0.424959729,0,0.273498258,0.303527177,0,0,0,0
