ddd,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
74,0.196719413,0.344523748,0.022900464,0,0,0,0,0,0.286263912,0.022900464,0.198047869,0.331727531,0,0.022900464,0.022900464,0,0.173365945,0,0.022900464,0.174792428,0,0.196719413,0.293369705,0,0.342332369,0.601353775,0.173365945,0.173365945,0,0,0,0,0.293369705,0,0.174845036,0.022900464,0.174850876,0,0,0,0,0,0,0.196719413,0.3009814,0,0.331727531,0,0.022900464,0,0.542962859,0,0.022900464,0.022900464,0.022900464,0.341361607,0.174871902,0.022900464,0.022900464,0,0,0.228400425,0.173365945,0.022900464,0.491619366,0,0,0.679370059,0,0.022900464,0,0,0.196719413,0.022900464,0.022900464,0.022900464,0,0,0.022900464,0,0,0.227796567,0,0.286263912,0.174871902,0,0,0,0.022900464,0,0,0,0,0.022900464,0,0.022900464,0.022900464,0,0,0,0.174845036,0,0,0.196719413,0,0,0,0,0.228944769,0.022900464,0,0,0,0.197930545,0.022900464,0.022900464,0,0,0,0.022900464,0.196719413,0.38634973,0.339574313,0.174871902,0,0.198047869,0,0.198047869,0,0,0.196719413,0,0.022900464,0.174871902,0,0,0,0.022900464,0.022900464,0.228928618,0.228944769,0,0.227796567,0,0,0,0.022900464,0,0,0,0,0.022900464,0.227796567,0.227796567,0.022900464,0,0,0,0,0.173365945,0,0,0,0,0.022900464,0.022900464,0.3009814,0,0.228842704,0,0.3009814,0,0.022900464,0.022900464,0.022900464,0.197583537,0.198047869,0.196719413,0.320240735,0,0,0.227796567,0.296215877,0.227796567,0.436317278,0.443146835,0.228944769,0.320195034,0.022900464,0.227796567,0.022900464,0.174792428,0.022900464,0.022900464,0.293369705,0.228689526,0.022900464,0,0,0
75,0,0.183037196,0,0,0.064748258,0.064748258,0.183037196,0.29676562,0,0,0,0.086264513,0.211688757,0.138932304,0.138932304,0,0,0,0,0.211688757,0.107860572,0.107860572,0.107860572,0.107860572,0,0.325417181,0.211688757,0,0.106955312,0,0,0,0.374397347,0,0.183037196,0.107860572,0.107860572,0,0,0,0,0.29676562,0,0.253208046,0.107654133,0,0.086264513,0,0.107654133,0.460095163,0.303167599,0,0,0.344972349,0.174576056,0.219133894,0,0,0.374397347,0,0.107860572,0.107860572,0,0.183037196,0.183037196,0,0,0,0,0,0,0.174576056,0.351972329,0.064748258,0,0,0.105857379,0.211688757,0,0,0.107860572,0.175030994,0.211688757,0.10623682,0.064748258,0,0.138932304,0.107860572,0.107860572,0,0.359709416,0.309049186,0,0.211688757,0.153279229,0,0,0.107860572,0,0,0.107776919,0.106955312,0,0.138932304,0,0,0,0,0,0.227857972,0,0,0,0.138932304,0,0,0,0,0.064748258,0.107860572,0,0,0.106532364,0,0,0,0,0.194151879,0,0,0.153279229,0,0,0,0.138932304,0,0,0.138932304,0,0,0,0,0,0.107609105,0.107860572,0,0,0,0,0,0.138932304,0,0,0.202346686,0,0,0.138932304,0.064748258,0.064748258,0.219133894,0.138932304,0.086264513,0.064748258,0.064748258,0.302134621,0,0,0.23645206,0.064748258,0,0,0.138932304,0,0,0,0,0,0,0,0.183037196,0.064748258,0,0.138932304,0,0.064748258,0.374397347,0,0,0,0,0.138932304,0,0.211688757,0,0,0,0,0,0,0.138932304
76,0,0.248212455,0.071197504,0.071197504,0.418510492,0.191889933,0.084913535,0.071197504,0.447852976,0.04627336,0.191889933,0.204672497,0,0.04627336,0,0.071197504,0.223395709,0,0,0.238246192,0.084913535,0.04627336,0.084913535,0.197818361,0.489358693,0.211746448,0.211746448,0.285759172,0.418510492,0.04627336,0,0,0.04627336,0.071197504,0.238246192,0.191889933,0.246679862,0.111799931,0.191889933,0.084244693,0.1973904,0.485256808,0.209412202,0,0.083804185,0.04627336,0.371926452,0.04627336,0.084913535,0.617316358,0.485256808,0,0.084501076,0.084244693,0.084763859,0.216329051,0.216329051,0.119820565,0.084244693,0,0,0.380091924,0.227158873,0.111799931,0.111799931,0,0,0.211746448,0.221308379,0.04627336,0.132458988,0.132545498,0.208939228,0.13171706,0,0.084913535,0.387355397,0,0.04627336,0.084913535,0.371926452,0,0,0.216743586,0.285759172,0,0,0.04627336,0.204590425,0.191889933,0.191889933,0.485256808,0.12099772,0.084913535,0,0.083406547,0.04627336,0,0.432279944,0,0.228137824,0,0,0,0.393292232,0,0,0,0,0.12041277,0.378679773,0,0,0.191889933,0.380708783,0,0.084913535,0.191889933,0,0,0.071197504,0,0.242272683,0.216329051,0.084371616,0.071197504,0,0.084913535,0.04627336,0,0,0.213706522,0.203760366,0.222531061,0.071197504,0,0,0,0.04627336,0.071197504,0,0.111799931,0.04627336,0,0.084371616,0.1973904,0,0.071197504,0.434749553,0.071197504,0.04627336,0,0,0,0.071197504,0.191889933,0,0,0,0.303364478,0,0,0,0.1973904,0.084244693,0,0,0.191889933,0.388366464,0.139161382,0.111799931,0,0.084244693,0.081579272,0.111799931,0,0.40440822,0.111799931,0.04627336,0.204672497,0,0.04627336,0,0.04627336,0.04627336,0.191889933,0.196942434,0.04627336,0.083406547,0.111799931,0.071197504,0.247094349,0,0,0,0.04627336,0.04627336,0.191889933,0.04627336,0.04627336
77,0.11142679,0.168235972,0.090937205,0.382793053,0,0,0.196299051,0.187190222,0.402437581,0.384012546,0,0.090937205,0.11142679,0.125261687,0.11142679,0.090937205,0.383681269,0,0,0.411500776,0.108456043,0.059102775,0.108456043,0.136780742,0.427792543,0.11142679,0.11142679,0.11142679,0,0.124844871,0,0,0.059102775,0.090937205,0.413224609,0.11142679,0.235438092,0.142796765,0,0.107601762,0.059102775,0.11142679,0.410943956,0,0.107039123,0.059102775,0,0.059102775,0.399256103,0.194062637,0.11142679,0.387789086,0.195667895,0.107601762,0.194062637,0.059102775,0.059102775,0.185948775,0.107601762,0,0,0.107039123,0.194628329,0.142796765,0.142796765,0,0,0,0.153041142,0.059102775,0.169183602,0.169294097,0.195848692,0.168235972,0,0.108456043,0.363801871,0,0.204610111,0.196299051,0,0.363801871,0,0.059102775,0,0.379205469,0,0.059102775,0.10570044,0,0,0,0.154544667,0.108456043,0,0.195065959,0.126131152,0,0.11142679,0,0.108456043,0,0.389047131,0,0.090937205,0,0.11142679,0,0.11142679,0.184946638,0.090937205,0,0,0,0.196299051,0,0.196299051,0,0.11142679,0.163617248,0.142715797,0.11142679,0.223139849,0.393250984,0.107763876,0.685691267,0,0.196299051,0.38504658,0,0.11142679,0.179255913,0.185871183,0.213056581,0.143824563,0,0,0,0.401885659,0.450429292,0.163617248,0.390823128,0.059102775,0,0.107763876,0.125493874,0.380483549,0.090937205,0.483082073,0.450889131,0.173964772,0,0,0,0.090937205,0,0,0,0,0.473255756,0,0,0,0.059102775,0.192184789,0,0.11142679,0,0.179590592,0.205925257,0.534311238,0.363801871,0.107601762,0.104197346,0.464601197,0.11142679,0.154544667,0.142796765,0.425275024,0.090937205,0,0.173217965,0.37738778,0.173964772,0.173217965,0.363801871,0.709377361,0.424713168,0.195065959,0.142796765,0.142594716,0.162685173,0.44211238,0.11142679,0,0.059102775,0.424046141,0,0.425138823,0.126131152
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444238602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556516853,0,0.556516853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556516853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444238602,0,0,0,0,0,0,0,0,0.702097612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444238602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0.157754105,0.264347757,0,0.397020416,0.294299495,0,0,0,0.305547188,0.300364963,0.255602725,0,0.389010888,0.333480647,0,0.355588405,0.450131747,0,0.373643043,0.446396739,0,0,0,0,0.264347757,0.264347757,0.264347757,0.484123144,0.535703755,0.255602725,0,0.294299495,0,0.373643043,0.446396739,0.34734337,0.264347757,0.255602725,0.355588405,0,0,0,0,0.294299495,0,0.157754105,0.255602725,0,0.543397869,0,0,0.494203808,0,0,0.300364963,0.307841021,0.36771251,0.355588405,0.34734337,0.34734337,0,0,0.443083345,0.157754105,0,0.33220412,0,0.264347757,0.355588405,0.157754105,0.157754105,0,0.294299495,0.508661784,0.157754105,0.355588405,0.294299495,0.300364963,0.157754105,0.465469897,0,0.300364963,0.157754105,0.511522828,0.36458198,0,0,0,0,0,0,0,0,0,0.373643043,0.157754105,0.255602725,0,0.610650714,0,0.364635905,0,0.397020416,0,0,0,0,0,0.157754105,0.255602725,0,0,0,0,0,0,0.157754105,0,0.157754105,0,0.255602725,0,0.520525442,0.473219399,0.508661784,0.546976422,0,0.300364963,0.2980738,0.157754105,0,0.157754105,0,0.264347757,0,0,0.294299495,0,0.405580426,0.157754105,0.294299495,0.389801162,0,0,0.373643043,0,0.449668519,0.255602725,0,0.355588405,0,0,0,0.157754105,0.355588405,0.157754105,0,0,0,0.264347757,0,0,0.330460591,0.294299495,0.355588405,0,0.157754105,0.355588405,0,0.157754105,0.364333436,0.330460591,0.157754105,0,0.157754105,0,0,0.255602725,0.394858588,0,0,0.483580865,0,0.404091707,0.157754105,0.255602725,0.300364963,0.394858588,0,0.157754105,0.157754105,0.264347757,0.507428129,0,0.255602725,0.477449016,0.441997604,0,0.575147973,0.595397236
80,0,0,0,0,0.201882242,0,0,0.243924932,0,0,0,0.340986082,0,0.366928133,0,0,0.243924932,0,0.243924932,0,0,0,0,0.23826904,0,0,0,0,0.312295653,0.340986082,0,0.307130313,0.23826904,0.243924932,0,0.309894632,0,0,0,0,0,0,0,0.280498513,0,0,0.23826904,0.309894632,0.198147792,0,0.23826904,0.201882242,0,0.198147792,0,0,0,0,0.23826904,0.23826904,0.198147792,0,0,0,0,0.201882242,0,0.23826904,0.340986082,0,0,0,0.201882242,0,0.309894632,0,0.201882242,0.198147792,0,0,0,0,0.23826904,0,0.23826904,0,0,0,0.455686987,0,0.23826904,0.198147792,0,0,0.23826904,0.243924932,0.23826904,0,0.23826904,0,0,0.198147792,0,0,0,0,0.455686987,0.198147792,0,0,0.198147792,0,0.23826904,0.309894632,0,0,0,0,0,0.524274713,0,0.338089073,0,0.314264093,0.243924932,0.198147792,0.243924932,0.23826904,0,0,0,0,0,0,0.198147792,0,0.201882242,0,0,0,0.201882242,0.201882242,0,0,0,0,0,0.23826904,0.455686987,0,0.23826904,0,0,0,0.23826904,0.23826904,0,0.23826904,0.309894632,0,0,0,0.277807946,0.201882242,0.23826904,0.23826904,0,0.455686987,0.23826904,0,0,0.277807946,0,0,0,0,0,0,0,0,0,0.314264093,0,0,0.340986082,0,0,0,0,0,0,0,0,0,0.243924932,0,0,0.198147792,0.23826904,0.23826904
81,0,0.257568493,0,0.257568493,0,0,0,0.257568493,0.385075419,0,0,0,0,0,0.257568493,0,0,0.257568493,0,0.257568493,0,0,0,0,0.257568493,0,0,0,0,0,0,0,0,0,0,0,0.52732487,0.52732487,0,0,0,0,0,0,0,0,0,0,0.586867146,0,0,0.257568493,0,0,0,0,0,0,0.257568493,0.257568493,0,0,0,0,0,0,0,0,0,0,0,0,0.257568493,0,0,0,0,0,0,0.286254344,0,0,0,0.286254344,0,0,0,0,0,0,0,0,0,0.257568493,0,0,0,0,0.52732487,0,0,0,0,0,0,0,0,0,0.286254344,0,0,0,0,0,0,0,0,0.257568493,0,0,0,0,0.286254344,0,0,0.257568493,0,0,0,0,0.257568493,0,0,0,0,0,0,0,0,0.286254344,0.286254344,0,0,0,0,0,0,0,0,0,0,0,0,0.286254344,0,0,0,0,0,0.257568493,0,0,0,0,0,0,0,0,0,0,0.286254344,0,0,0,0,0,0.257568493,0,0.377920742,0,0,0,0.286254344,0.286254344,0.590473875,0,0,0.381768133,0,0,0,0,0,0,0,0.286254344,0.286254344,0.286254344,0.757393824,0
82,0.063575385,0.063575385,0.063575385,0.063575385,0,0.063575385,0.063575385,0,0.063575385,0,0,0.404522544,0.487256075,0.487256075,0,0.063575385,0,0.063575385,0.063575385,0,0.063575385,0.063575385,0.063575385,0.409487873,0.063575385,0.063575385,0.063575385,0.063575385,0,0,0,0,0.614523014,0.063575385,0.063575385,0.063575385,0.063575385,0.463571977,0.063575385,0,0,0,0,0.063575385,0.063575385,0,0.404522544,0.407802147,0.6226765,0.063575385,0.063575385,0.78832895,0.063575385,0.063575385,0,0.063575385,0.063575385,0.063575385,0.063575385,0.063575385,0.063575385,0,0.6226765,0.063575385,0,0,0,0.404522544,0.409487873,0.063575385,0,0,0.063575385,0.463189186,0,0,0,0,0,0.459191843,0.063575385,0,0,0.063575385,0.408420455,0.063575385,0.063575385,0.063575385,0.063575385,0,0.063575385,0,0.063575385,0.063575385,0,0.063575385,0.782538243,0.063575385,0,0,0,0.063575385,0.063575385,0,0.063575385,0.063575385,0,0,0.622243066,0.063575385,0,0.063575385,0,0.404522544,0.063575385,0.063575385,0,0.063575385,0.063575385,0.063575385,0.063575385,0.404522544,0.063575385,0.063575385,0.063575385,0,0,0.408420455,0.459191843,0,0.063575385,0.063575385,0.063575385,0.063575385,0.063575385,0,0.459191843,0.063575385,0,0,0,0,0,0.063575385,0,0.462618433,0.490808773,0.408420455,0.063575385,0.063575385,0,0.063575385,0,0,0.409487873,0,0.063575385,0,0.409487873,0.063575385,0.063575385,0,0,0,0.40905837,0.063575385,0.063575385,0,0.063575385,0.063575385,0.063575385,0,0.063575385,0.063575385,0.063575385,0.463341147,0.063575385,0,0.063575385,0.063575385,0,0.063575385,0.063575385,0.063575385,0,0.063575385,0.063575385,0.063575385,0.489017294,0.063575385,0.063575385,0.063575385,0.063575385,0,0,0.063575385,0.063575385,0.063575385,0.063575385,0.459191843
83,0.179074236,0,0,0,0,0,0,0,0,0.179074236,0,0.763444353,0.179074236,0.179074236,0.179074236,0,0.449953841,0.874913687,0.449953841,0.179074236,0,0,0,0.782081466,0,0.179074236,0.179074236,0.179074236,0.427348427,0.179074236,0,0,0.449953841,0,0.460927472,0.179074236,0,0,0.449953841,0,0.427348427,0.179074236,0.427348427,0.427348427,0.449953841,0,0,0,0.638416677,0.427348427,0.179074236,0.179074236,0.620552284,0,0,0,0,0.179074236,0,0,0,0.449953841,0,0,0,0,0,0,0,0,0,0,0.427348427,0,0,0,0,0,0.179074236,0,0,0,0,0.449953841,0,0.179074236,0,0,0.620552284,0,0,0,0,0.615391761,0.427348427,0,0.64032295,0,0.454622479,0,0,0,0.179074236,0,0,0,0.179074236,0,0.484278887,0.179074236,0,0,0,0,0,0,0,0.449953841,0.179074236,0,0.179074236,0.179074236,0.449953841,0.179074236,0,0,0,0,0.179074236,0.427348427,0.484278887,0.481907133,0,0.454622479,0.645873609,0,0,0.427348427,0,0,0,0,0,0,0,0.179074236,0.179074236,0,0.179074236,0,0,0,0,0.427348427,0,0,0,0.427348427,0,0.645873609,0,0,0,0,0.427348427,0,0.46335112,0,0.179074236,0.784165074,0.763444353,0,0,0,0,0.179074236,0.427348427,0,0.179074236,0,0.427348427,0,0.179074236,0,0.427348427,0,0.897068161,0.179074236,0,0.427348427,0.179074236,0,0.449953841,0.179074236,0,0,0.179074236,0,0.179074236,0.179074236
84,0,0,0,0,0.092844619,0.092844619,0.551318171,0.249780593,0.125429592,0,0.125429592,0.370434886,0,0.249780593,0,0.125429592,0.293135587,0,0.42617659,0.153421405,0.199132544,0.154664758,0.197431342,0.470492157,0.401983961,0,0.153421405,0,0.153366676,0.249780593,0,0,0.243988926,0.249780593,0,0.216007201,0.213931735,0,0,0,0,0,0.125429592,0.153421405,0.154368739,0,0.272250791,0.243988926,0.196759726,0.156053535,0.092844619,0,0,0.199132544,0.199132544,0.153421405,0.153421405,0,0.125429592,0,0.154664758,0.197431342,0,0,0,0,0,0.243988926,0.349171793,0,0.125429592,0.42351676,0.154932474,0.092844619,0,0,0.151792315,0,0,0,0.197603631,0.153366676,0,0.19540886,0.301702517,0,0,0.154664758,0.199132544,0,0.092844619,0.123697471,0,0.125429592,0.092844619,0.279504789,0.285991125,0.197431342,0,0.153421405,0.444162866,0.153366676,0.125429592,0,0,0,0,0,0,0,0.125429592,0,0,0.243988926,0.125429592,0,0,0,0.179327217,0.154664758,0,0.48899247,0.152760198,0.42617659,0.249780593,0.125429592,0.249780593,0.261056927,0,0,0.154932474,0,0.125429592,0.125429592,0.125429592,0.314223169,0,0,0,0,0,0.153421405,0,0.154304171,0.194640952,0.153421405,0,0.274341354,0,0,0,0,0,0.123697471,0.274341354,0.53686045,0,0.092844619,0.261056927,0.153421405,0.153421405,0.123697471,0.153733058,0.092844619,0.243988926,0,0,0.153541334,0.092844619,0,0,0,0,0,0,0,0,0,0.153421405,0,0.179327217,0.249780593,0,0.125429592,0.266477894,0.399165045,0.125429592,0,0.125429592,0,0.314223169,0,0,0,0.249780593,0.153421405,0.153421405,0,0,0
85,0.04155088,0.04155088,0.04155088,0.04155088,0,0.04155088,0.220306519,0,0.400288329,0,0.135913892,0,0,0.224008481,0,0.217006329,0.168769623,0.04155088,0.04155088,0,0.142123403,0.25620683,0.14183831,0.68194435,0.04155088,0.04155088,0.04155088,0.04155088,0.418432453,0.224008481,0,0,0.04155088,0.04155088,0.04155088,0.04155088,0.04155088,0.04155088,0.04155088,0,0,0.353420313,0.135913892,0.04155088,0.282483676,0,0,0.04155088,0.14164738,0.14164738,0.227439974,0,0.227829487,0.142123403,0.135913892,0.04155088,0.25591469,0.04155088,0.14183831,0.04155088,0.04155088,0.135913892,0.04155088,0.04155088,0.264383262,0,0,0.264383262,0.04155088,0.04155088,0.135913892,0.215036682,0.142123403,0.1734006,0.224008481,0,0,0.224008481,0.353420313,0.375152172,0.14164738,0.252815079,0,0.608964105,0.255481489,0.04155088,0.04155088,0.25620683,0.334067887,0,0.04155088,0.224008481,0.04155088,0.141632438,0,0.220306519,0.224759343,0.142123403,0.168769623,0,0.135913892,0.340325931,0.14164738,0,0.04155088,0.04155088,0,0,0.346315527,0.227829487,0.135913892,0.04155088,0.168769623,0,0.335328612,0.04155088,0,0.04155088,0.04155088,0.04155088,0.282483676,0,0.334888115,0.04155088,0.507182066,0.135913892,0,0.04155088,0,0,0.219602128,0.25620683,0.141426245,0.140970244,0.220236666,0,0.168769623,0.04155088,0,0.382597887,0.40318768,0.168769623,0,0.227829487,0.135913892,0.04155088,0.04155088,0.289376376,0.04155088,0.04155088,0.168769623,0.04155088,0,0.383043337,0.142123403,0,0.04155088,0,0.04155088,0.04155088,0.04155088,0,0.135913892,0,0.1734006,0.04155088,0.04155088,0,0.04155088,0.227630596,0.346360343,0.252815079,0.04155088,0.227630596,0.04155088,0.04155088,0.173809267,0,0.345488476,0.04155088,0,0.368158185,0.345810062,0.341604733,0.337421005,0.04155088,0.220211281,0.34518997,0.219294389,0.04155088,0.04155088,0.04155088,0.04155088,0,0,0.490213641,0.313943343,0.223756515,0.566836657,0
86,0.209338087,0,0,0,0,0,0,0,0.455009646,0,0,0.209338087,0,0.246336717,0,0,0,0,0,0,0,0,0,0.246336717,0.542298808,0,0.286401017,0,0.396706522,0.209338087,0,0,0,0.246336717,0,0.279760231,0.389489785,0,0,0,0,0,0,0.286401017,0,0,0.209338087,0,0.246336717,0,0.336977194,0.209338087,0.209338087,0,0.246336717,0,0,0.246336717,0.279760231,0.279760231,0,0,0.286401017,0,0.535038446,0,0,0.535038446,0.246336717,0.209338087,0,0,0,0.209338087,0,0,0,0.209338087,0,0,0,0,0,0.209338087,0.246336717,0,0,0.246336717,0.336977194,0.246336717,0,0,0,0,0,0,0,0,0.344165314,0,0.209338087,0.336977194,0,0,0,0,0,0,0,0,0.246336717,0.323271114,0.389489785,0,0,0,0,0.246336717,0,0.336977194,0,0.246336717,0.354750585,0.246336717,0,0,0,0,0,0,0,0,0,0,0,0,0.209338087,0,0,0.246336717,0,0.209338087,0.246336717,0,0,0.286401017,0.286401017,0,0.389489785,0.428581844,0,0,0,0.209338087,0.246336717,0,0,0,0.246336717,0.286401017,0,0,0,0.246336717,0,0,0,0.209338087,0,0,0,0,0.209338087,0,0,0.209338087,0,0,0.49433205,0,0,0,0.476974666,0.394291225,0,0,0.209338087,0.53683015,0.209338087,0,0.354750585,0.286401017,0,0,0.551261561,0,0.393667396,0,0.279760231,0.279760231
87,0.197721655,0.546930915,0.098181133,0.173606781,0,0,0.296949294,0.447312433,0.171546318,0,0.144505567,0.098181133,0,0.134951821,0,0.098181133,0.098181133,0,0,0.121038244,0.174703731,0.060811965,0.173619548,0.158883763,0.536239548,0.526375239,0.489367725,0,0,0,0,0,0.134951821,0.097346527,0.121038244,0.144505567,0.333156335,0.121038244,0.144505567,0.164444959,0,0.194258456,0.097346527,0.196087725,0.098181133,0,0.060811965,0.29445433,0.165705759,0.098181133,0.134951821,0.134951821,0.164745295,0.264241244,0.17329463,0,0.134951821,0.183401218,0.15541375,0,0.144505567,0.393589902,0.264820118,0.121038244,0.121038244,0.134951821,0,0,0.176435443,0,0.155731162,0.155851825,0.42061702,0.204449244,0,0.097346527,0,0,0.146823375,0.174466068,0.197721655,0.134951821,0,0,0.134951821,0,0.144505567,0,0.098058355,0,0,0,0.318360815,0.216798285,0.134951821,0.216988678,0,0,0,0,0.098181133,0.134951821,0,0.060811965,0.300472844,0.29445433,0.060811965,0,0,0.17423766,0.098181133,0.060811965,0,0,0.077080735,0,0.173924363,0,0,0.134951821,0.264250083,0,0.188499642,0.322021527,0.173606781,0.077080735,0.245947474,0.166088487,0.144505567,0,0.155955521,0.179094848,0.325687095,0.45083738,0.095516883,0,0,0,0.134951821,0.49540106,0,0.191207598,0.489367725,0,0.17329463,0.413702614,0.134951821,0.097346527,0.337698996,0.097346527,0.134951821,0.280539042,0,0,0.420300054,0.144505567,0,0,0,0.121038244,0,0,0.060811965,0,0.166887773,0.134951821,0.662783811,0.144505567,0.121038244,0.155278097,0.176435443,0.134951821,0.174703731,0.216638742,0.121038244,0.144505567,0.121038244,0.121038244,0.359854554,0.097441172,0,0.144505567,0,0.134951821,0,0,0.144505567,0.352341482,0.327602988,0.172653117,0.704279887,0.150295183,0.524014389,0,0,0,0.194258456,0.134951821,0.134951821,0.332655517
88,0,0,0,0,0,0,0.469041885,0,0.158623316,0,0,0,0,0.158623316,0,0,0,0,0,0,0,0,0,0.308701751,0.246799686,0,0.158623316,0,0,0,0,0.217016787,0.268807817,0,0,0,0.158623316,0,0,0,0,0,0.295131011,0,0,0,0,0,0.158623316,0.158623316,0,0,0,0.369723344,0,0,0.19431866,0,0,0,0.19431866,0,0,0,0,0,0.217016787,0.158623316,0.291300579,0,0,0,0,0,0,0,0.291300579,0,0,0,0,0.405418687,0.217016787,0,0.217016787,0.295131011,0,0,0.19431866,0,0,0,0,0,0,0.295131011,0,0,0,0.405418687,0,0.158623316,0,0,0,0,0,0,0,0.158623316,0,0,0,0.308701751,0,0,0,0,0,0,0,0,0,0.19431866,0.158623316,0,0,0,0.344793125,0,0,0.308701751,0,0,0,0,0,0.268807817,0.158623316,0,0.19431866,0.158623316,0,0,0,0.248906727,0.19431866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491111901,0.696308487,0.286312856,0,0,0,0,0,0.405418687,0.158623316,0.19431866,0.158623316,0,0,0.19431866,0,0,0.19431866,0,0,0.369723344,0,0.308701751,0.158623316,0,0,0.19431866,0,0,0,0.295131011,0.158623316,0,0,0,0,0,0,0.158623316
89,0.444440328,0.045879477,0.045879477,0.045879477,0,0.045879477,0.20299929,0,0.202372384,0,0,0,0,0.444343463,0,0.045879477,0,0.045879477,0.045879477,0,0.045879477,0.045879477,0.045879477,0.045879477,0.202796121,0.045879477,0.203429581,0.045879477,0,0.444343463,0.444343463,0,0.203340911,0.045879477,0.045879477,0.045879477,0.045879477,0.354611105,0.045879477,0.198188466,0.198188466,0.444343463,0,0.045879477,0.045879477,0,0,0.045879477,0.045879477,0.045879477,0.203429581,0.907428994,0.203429581,0.045879477,0,0.045879477,0.045879477,0.045879477,0.045879477,0.442371253,0.045879477,0,0.045879477,0.045879477,0,0,0,0,0.444440328,0.20299929,0,0,0.045879477,0.045879477,0,0.444343463,0,0.444343463,0,0.198188466,0.045879477,0,0,0.045879477,0.045879477,0.045879477,0.045879477,0.045879477,0.045879477,0,0.045879477,0,0.045879477,0.045879477,0.444343463,0.045879477,0.045879477,0.045879477,0,0,0.198188466,0.045879477,0.045879477,0,0.045879477,0.045879477,0,0,0.045879477,0.203429581,0,0.045879477,0,0.198188466,0.045879477,0.045879477,0,0.354456178,0.045879477,0.045879477,0.353578834,0,0.045879477,0.354611105,0.045879477,0,0,0.045879477,0.198188466,0,0.045879477,0.045879477,0.045879477,0.045879477,0.045879477,0,0,0.045879477,0.198188466,0,0,0.198188466,0,0.045879477,0,0.462137633,0.444440328,0.045879477,0.045879477,0.045879477,0,0.045879477,0,0,0.045879477,0,0.354611105,0,0.045879477,0.045879477,0.045879477,0,0,0,0.045879477,0.203429581,0.045879477,0,0.045879477,0.045879477,0.045879477,0.198188466,0.045879477,0.203429581,0.045879477,0.20316093,0.045879477,0,0.201774287,0.045879477,0,0.045879477,0.202372384,0.045879477,0,0.045879477,0.045879477,0.045879477,0.432926429,0.045879477,0.475702818,0.045879477,0.199864737,0,0.444343463,0.045879477,0.354194465,0.045879477,0.446041953,0.627382229
